"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2614","Validates the Single Char scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:18:48 IST 2026","broken","Thu Feb 26 11:18:51 IST 2026","tests.RegisterLastNameTest","Surefire test","tests.RegisterLastNameTest","LN_02_SingleChar"
"","3469","Validates the Email Spaces Only scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:08:07 IST 2026","passed","Thu Feb 26 11:08:11 IST 2026","tests.LoginValidationTest","Surefire test","tests.LoginValidationTest","email_spaces_only"
"","6989","Validates the Spaces scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:21:48 IST 2026","passed","Thu Feb 26 11:21:55 IST 2026","tests.RegisterMobileTest","Surefire test","tests.RegisterMobileTest","MB_07_Spaces"
"","3104","Validates the Special scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:15:58 IST 2026","broken","Thu Feb 26 11:16:01 IST 2026","tests.RegisterFirstNameTest","Surefire test","tests.RegisterFirstNameTest","FN_03_Special"
"","6802","Validates the Empty scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:15:35 IST 2026","broken","Thu Feb 26 11:15:42 IST 2026","tests.RegisterFirstNameTest","Surefire test","tests.RegisterFirstNameTest","FN_01_Empty"
"","6752","Validates the Trailing Space scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:19:54 IST 2026","broken","Thu Feb 26 11:20:00 IST 2026","tests.RegisterLastNameTest","Surefire test","tests.RegisterLastNameTest","LN_09_TrailingSpace"
"","12522","Validates the Very Long Email scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:05:47 IST 2026","passed","Thu Feb 26 11:06:00 IST 2026","tests.ForgotPasswordTest","Surefire test","tests.ForgotPasswordTest","very_long_email"
"","2950","Validates the Numeric scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:18:57 IST 2026","broken","Thu Feb 26 11:19:00 IST 2026","tests.RegisterLastNameTest","Surefire test","tests.RegisterLastNameTest","LN_03_Numeric"
"","2478","Validates the Leading Space scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:19:40 IST 2026","broken","Thu Feb 26 11:19:42 IST 2026","tests.RegisterLastNameTest","Surefire test","tests.RegisterLastNameTest","LN_08_LeadingSpace"
"","3358","Validates the Mobile Spaces scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:11:18 IST 2026","passed","Thu Feb 26 11:11:22 IST 2026","tests.LoginValidationTest","Surefire test","tests.LoginValidationTest","mobile_spaces"
"","7885","Validates the Email Special Chars scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:08:17 IST 2026","passed","Thu Feb 26 11:08:25 IST 2026","tests.LoginValidationTest","Surefire test","tests.LoginValidationTest","email_special_chars"
"","6466","Validates the Empty scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:22:38 IST 2026","broken","Thu Feb 26 11:22:44 IST 2026","tests.RegisterPasswordTest","Surefire test","tests.RegisterPasswordTest","PW_01_Empty"
"","4285","Validates the All Valid Unique scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:18:28 IST 2026","broken","Thu Feb 26 11:18:32 IST 2026","tests.RegisterFullFlowTest","Surefire test","tests.RegisterFullFlowTest","FF_10_AllValidUnique"
"","7478","Validates the Mobile With Plus scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:11:53 IST 2026","passed","Thu Feb 26 11:12:01 IST 2026","tests.LoginValidationTest","Surefire test","tests.LoginValidationTest","mobile_with_plus"
"","7396","Validates the Dot At Start scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 10:59:30 IST 2026","passed","Thu Feb 26 10:59:37 IST 2026","tests.ForgotPasswordTest","Surefire test","tests.ForgotPasswordTest","dot_at_start"
"","3237","Validates the Only Names Filled scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:18:01 IST 2026","broken","Thu Feb 26 11:18:05 IST 2026","tests.RegisterFullFlowTest","Surefire test","tests.RegisterFullFlowTest","FF_07_OnlyNamesFilled"
"","12528","Validates the Missing Username scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:01:28 IST 2026","passed","Thu Feb 26 11:01:41 IST 2026","tests.ForgotPasswordTest","Surefire test","tests.ForgotPasswordTest","missing_username"
"","9992","Validates the Password Only Letters scenario to confirm the expected application behavior for this input combination.","Surefire suite","Thu Feb 26 11:12:22 IST 2026","passed","Thu Feb 26 11:12:32 IST 2026","tests.LoginValidationTest","Surefire test","tests.LoginValidationTest","password_only_letters"
